movie_code,title,title_Eng,show_time,produce_year,open_date,produce_state,type,nation,genre,director,actor,show_type,watch_grade
20188325,인형같은 애인클럽,Makeover dolls Fingertips that love limbs,63,2017,20180730,개봉,장편,일본,성인물(에로),야마자키 쿠니노리,,"2D,디지털",청소년관람불가
20188326,실신직전 마사지,Just before fainting,63,2017,20180730,개봉,장편,일본,성인물(에로),드래곤 니시카와,,"2D,디지털",청소년관람불가
20188330,미래에서 온 육덕여친,Visitor X Slut game,62,2017,20180730,개봉,장편,일본,성인물(에로),쿠니자와 미노루,,"2D,디지털",청소년관람불가
20188324,물방울 원피스의 유부녀,Beauty milf leave a frenzy in beauty salon,64,2017,20180730,개봉,장편,일본,성인물(에로),미타니 유키오,,"2D,디지털",청소년관람불가
20188329,마사지를 받는 여직원들,Cheated beauty aestheticians to whom Legendary mens,64,2017,20180730,개봉,장편,일본,성인물(에로),드래곤 니시카와,,"2D,디지털",청소년관람불가
20183236,도촬 여대생 하숙집,Girls Share A Flat 2,59,2017,20180730,개봉,장편,일본,성인물(에로),오오쿠노 마코토,,"2D,디지털",청소년관람불가
20184128,아프칸 솔져스,Afghan Luke,93,2011,20180722,개봉,장편,캐나다,드라마,마이크 클래튼버그,닉 스탈,"2D,디지털",15세이상관람가
20184142,신들의 제국,Katherine of Alexandria,104,2014,20180722,개봉,장편,영국,드라마,마이클 레드우드,,"2D,디지털",15세이상관람가
20184143,스텝 업: 비트 더 월드,Beat the World,91,2011,20180722,개봉,장편,캐나다,드라마,로버트 애드튜이,,"2D,디지털",12세이상관람가
20180145,슈퍼히어로 스팍스,Sparks,93,2013,20180722,개봉,장편,미국,액션/스릴러,토드 버로우즈,체이스 윌리엄슨/애슐리 벨/클랜시 브라운/제이크 부시,"2D,디지털",15세이상관람가
20187656,적 그리스도의 날,Ave Mater,115,2016,20180906,개봉예정,장편,스웨덴,스릴러/액션,라스무스 터지티스,고란 쇼그렌,,
20176122,안시성,The Great Battle,,2018,20180919,후반작업,장편,한국,사극/액션,김광식,조인성/남주혁/박성웅/배성우/엄태구/설현/박병은/오대환/성동일/정은채/유오성,"2D,디지털",
20187960,논스톱: 다마스커스 타겟,Damascus Time,112,2018,20180802,개봉예정,장편,이란,액션/전쟁,이브라힘 하타미키아,,"2D,디지털",15세이상관람가
20174186,톰 오브 핀란드,Tom of Finland,116,2017,20180830,개봉예정,장편,핀란드/스웨덴/덴마크/독일/미국,드라마,돔 카루코스키,페카 스트랭/제시카 그레보스키/로리 틸카넨/제이콥 오프테브로,"2D,디지털",15세이상관람가
20188664,착한 며느리:음란한 몸,Midarayome 4,54,2017,20180727,개봉,장편,일본,멜로/로맨스/드라마,키무라 히로유키,시노다 아유미,"2D,디지털",청소년관람불가
20182781,아버지를 찾아서,Little My Giant,83,2018,20180412,개봉,장편,한국,다큐멘터리,김무은,강병호/김문현,"2D,디지털",전체관람가
20162983,운동회,A Field Day,75,2016,20180322,개봉,장편,한국,가족/코미디,김진태,양지웅/김수안/이정비/최혁/박찬영,"2D,디지털",12세이상관람가
20170301,더 보이스,The Voices,103,2014,20180829,개봉예정,장편,미국/독일,코미디/범죄,마르잔 사트라피,안나 켄드릭/젬마 아터튼/라이언 레놀즈,"2D,디지털",
20189701,쿵푸 크로니클,Kung Fu Chronicles,84,2017,20180726,개봉,장편,중국,액션,마이위수,,"2D,디지털",15세이상관람가
20188001,라이즈 위 텔,Lies We Tell,109,2017,20180720,개봉,장편,미국,스릴러,,가브리엘 번/하비 케이틀,"2D,디지털",15세이상관람가
20170422,바나나쏭의 기적,Singing with Angry Bird,89,2018,20180308,개봉,장편,한국,다큐멘터리,송우용/지혜원,김재창,"2D,디지털",전체관람가
20187688,아큐페이션,Occupation,119,2018,20180802,개봉예정,장편,호주,액션/SF,루크 스파크,,"2D,디지털",
20184904,드래곤 프린세스,Enchanted Princess,75,2018,20180705,개봉,장편,러시아,애니메이션,알트욤 루키체프,,"2D,디지털/2D,디지털더빙",전체관람가
20185648,유니콘 원정대: 비밀의 다이어리,The Shonku Diaries - A Unicorn Adventure,91,2016,20180621,개봉,장편,인도,애니메이션,카말 반살,,"2D,디지털더빙",전체관람가
20183195,레오나르도 다 빈치,Leo Da Vinci: Mission Mona Lisa,82,2018,20180426,개봉,장편,이탈리아,애니메이션,세르지오 맨피오,김명준/사문영/이경태/민아/석승훈/이호산/한신,"2D,디지털더빙",전체관람가
20187660,델마,Thelma,116,2017,20180815,개봉예정,장편,노르웨이/덴마크/스웨덴/프랑스,멜로/로맨스/미스터리/스릴러/SF,요아킴 트리에,에일리 하보/카야 윌킨스/엘렌 도리트 페테르센/헨릭 라파엘센/이사벨 크리스틴 안드레슨,"2D,디지털",
20184383,한나,Hannah,93,2017,20180726,개봉,장편,이탈리아/프랑스/벨기에,드라마,안드레아 팔라오로,샬롯 램플링/안드레 윔즈,"2D,디지털",15세이상관람가
20185044,타짜의 목적 무삭제,,81,2017,20180726,개봉,장편,한국,,김경훈,,"2D,디지털",청소년관람불가
20188562,처제2,Brother-in-law,60,2017,20180726,개봉,장편,일본,드라마,긴다이치 코고로,이즈미 노노카,"2D,디지털",청소년관람불가
20187467,정사 : 처제의 사랑,,73,2018,20180726,개봉,장편,한국,멜로/로맨스,최민,이채담/도모세,"2D,디지털",청소년관람불가
20187881,정사 : 은밀한 밀애-무삭제판,,80,2018,20180725,개봉,장편,한국,멜로/로맨스,이재상,,"2D,디지털",청소년관람불가
20187843,젊은 누나-감독판,,62,2018,20180726,개봉,장편,한국,멜로/로맨스,이민,,"2D,디지털",청소년관람불가
20188543,자매의 속사정,Farmers of sisters,59,2017,20180726,개봉,장편,일본,드라마,키리시마 아키코,아사이 마이카,"2D,디지털",청소년관람불가
20186121,어느 가족,SHOPLIFTERS,120,2018,20180726,개봉,장편,일본,드라마,고레에다 히로카즈,릴리 프랭키/안도 사쿠라/마츠오카 마유/키키 키린/죠 카이리/사사키 미유/이케마츠 소스케,"2D,디지털",15세이상관람가
20188561,야한 유부녀,Housewife prostitution,60,2017,20180726,개봉,장편,일본,드라마,츠지 코우지,츠카다 시오리,"2D,디지털",청소년관람불가
20188542,관계,A relationship,61,2017,20180726,개봉,장편,일본,드라마,오자키 히로코우지,마에다 카나코,"2D,디지털",청소년관람불가
20188341,레온,Reon,99,2018,20180807,개봉예정,장편,일본,코미디,츠카모토 렌페이,강지영/타케나카 나오토,,15세이상관람가
20187657,마일22,Mile22,97,2018,20180823,개봉예정,장편,미국,액션/어드벤처/스릴러,피터 버그,마크 월버그/로렌 코핸/이코 우웨이스/론다 로우지/존 말코비치,"2D,디지털",
20183928,용의자: 폭탄 테러를 막아라,Freaky Deaky,93,2012,20180712,개봉,장편,미국,코미디/범죄/스릴러,찰스 매튜,빌리 버크/크리스찬 슬레이터/크리스핀 글로버,"2D,디지털",15세이상관람가
20177537,상류사회,High Society,,2018,20180829,개봉예정,장편,한국,드라마,변혁,박해일/수애/윤제문/라미란/이진욱/김규선/한주영/김강우,"2D,디지털",
20188464,하고 싶은 날:보여주는 유부녀,Tumanohimitu,53,2017,20180725,개봉,장편,일본,멜로/로맨스/드라마,토미죠 타로,,"2D,디지털",청소년관람불가
20188445,"은밀한 여관:먹고,자고,하고",Mamano rabusutori,54,2017,20180725,개봉,장편,일본,멜로/로맨스/드라마,히로아키,카자마 유미,"2D,디지털",청소년관람불가
20188465,시아버지와 며느리:참을 수 없는 날,MIDARAYOME-01,54,2017,20180725,개봉,장편,일본,멜로/로맨스/드라마,키무라 히로유키,,"2D,디지털",청소년관람불가
20188463,낯선 남자:젖어버렸어요,Training Kayo 29 years old-Record to Slave,58,2017,20180725,개봉,장편,일본,멜로/로맨스/드라마,에츠로,,"2D,디지털",청소년관람불가
20187924,폰 섹스의 덫-감독판,,64,2018,20180724,개봉,장편,한국,멜로/로맨스,이민,,"2D,디지털",청소년관람불가
20178972,친구엄마 : 섹스 하던 날 무삭제,,70,2017,20180724,개봉,장편,한국,멜로/로맨스,이상민,미즈미 사키,"2D,디지털",청소년관람불가
20181524,친구엄마 : 내 여자가 되던 날 무삭제,,73,2018,20180724,개봉,장편,한국,멜로/로맨스,이상민,,"2D,디지털",청소년관람불가
20177887,정사 : 시아버지와 도련님 무삭제,,70,2017,20180724,개봉,장편,한국,멜로/로맨스,이상민,,"2D,디지털",청소년관람불가
20188022,그루지: 죽은 자의 저주,Happy Birth Death,87,2016,20180809,개봉예정,장편,말레이시아,공포(호러)/스릴러,돈 호에,,"2D,디지털",15세이상관람가
20170942,인랑,ILLANG : THE WOLF BRIGADE,138,2018,20180725,개봉,장편,한국,SF/액션,김지운,강동원/한효주/정우성/김무열/최민호/한예리/신은수/허준호/문예원/김현준,"2D,디지털/2D,디지털 배리어프리",15세이상관람가
20187682,해적왕 작스톰,Zak Storm,81,2018,20180725,개봉,장편,한국,애니메이션,필립 귀엔,엄상현/이주창/정선혜/최석필/최낙윤/김영선/이지현,"2D,디지털",전체관람가
20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,The Haunted House: The Secret of the Cave,67,2018,20180725,개봉,장편,한국,애니메이션/판타지/어드벤처,김병갑,조현정/김영은/김채하/신용우/여민정/심규혁,"2D,디지털",전체관람가
20181181,미션 임파서블: 폴아웃,Mission:Impossible- Fallout,147,2018,20180725,개봉,장편,미국,액션/스릴러,크리스토퍼 맥쿼리,톰 크루즈/레베카 퍼거슨/바네사 커비/미셸 모나한/헨리 카빌/안젤라 바셋/사이먼 페그/알렉 볼드윈,"2D,디지털/3D 디지털/4D/IMAX",15세이상관람가
20177913,새엄마는 전여친 무삭제,,81,2017,20180724,개봉,장편,한국,멜로/로맨스,이상민,,"2D,디지털",청소년관람불가
20189482,비밀정사:작은엄마 무삭제,,70,2017,20180724,개봉,장편,한국,멜로/로맨스,이상민,,"2D,디지털",청소년관람불가
20187123,벌지대전투 지옥의 사수작전,Wunderland,74,2017,20180723,개봉,장편,미국,전쟁/액션,스티븐 루크,톰 베린저/스티븐 루크,"2D,디지털",15세이상관람가
20187469,루나,LUNA,93,2017,20180816,개봉예정,장편,프랑스,드라마/멜로/로맨스,엘자 디링거,레티샤 클레망/로드 파라도,"2D,디지털",15세이상관람가
20164048,22,Twenty Two,98,2015,20180814,개봉예정,장편,한국/중국,다큐멘터리,궈커,박차순/린아이란/리메이진,"2D,디지털",전체관람가
20186583,컨저링 마녀의 인형,Curse of the Witch's Doll,98,2018,20180816,개봉예정,장편,영국,공포(호러)/스릴러,로렌스 파울러,,,15세이상관람가
20185599,꼬마 보트 토토: 타요 타요 배 타요,Elias og Storegaps Hemmelighet,73,2017,20180712,개봉,장편,노르웨이,애니메이션/어드벤처,시멘 알스빅,,"2D,디지털/2D,디지털더빙",전체관람가
20178522,콜 미 바이 유어 네임,Call Me by Your Name,131,2017,20180322,개봉,장편,이탈리아/프랑스/브라질/미국,드라마/멜로/로맨스,루카 구아다니노,티모시 샬라멧/아미 해머/마이클 스털버그/아미라 캐사/에스더 가렐,"2D,디지털",청소년관람불가
20184513,위 베어 베어스: 베이비 베어스,We Bare Bears,70,2018,20180524,개봉,장편,미국,애니메이션/드라마/가족,매니 에르난데스,,"2D,디지털더빙",전체관람가
20186657,맘&대드,Mom & Dad,83,2017,20180718,개봉,장편,미국,공포(호러)/스릴러,브라이언 테일러,니콜라스 케이지/셀마 블레어,"2D,디지털",15세이상관람가
20184261,벅스 프렌즈,The Ladybug,75,2018,20180606,개봉,장편,중국,애니메이션,딩 스,김소희/윤세웅/석승훈/박상훈/장병관/서원석/권문정/김성화,"2D,디지털/2D,디지털더빙",전체관람가
20183083,중2병이라도 사랑이 하고 싶어! 테이크 온 미,Take On Me,99,2018,20180510,개봉,장편,일본,애니메이션,이시하라 타츠야,후쿠야마 준/우치다 마아야/아카사키 치나츠/아사쿠라 아즈미/우에사카 스미레,"2D,디지털",12세이상관람가
20186282,이별의 아침에 약속의 꽃을 장식하자,Maquia: When the Promised Flower Blooms,114,2018,20180719,개봉,장편,일본,애니메이션/판타지/드라마,오카다 마리,이와미 마나카/이리노 미유,"2D,디지털",12세이상관람가
20185643,여직원들 : 2대2 섹스 무삭제,,71,2018,20180723,개봉,장편,한국,멜로/로맨스,이상민,,"2D,디지털",청소년관람불가
20183179,사촌누나들 무삭제,,70,2018,20180723,개봉,장편,한국,멜로/로맨스,이상민,,"2D,디지털",청소년관람불가
20183180,두 부부의 정사 무삭제,,74,2018,20180723,개봉,장편,한국,멜로/로맨스,이상민,,"2D,디지털",청소년관람불가
20185645,처제의 은밀한 유혹 무삭제,,71,2018,20180723,개봉,장편,한국,멜로/로맨스,이상민,시지미,"2D,디지털",청소년관람불가
20173611,착한 형수 : 뜨거운 유혹 무삭제,,75,2017,20180720,개봉,장편,한국,멜로/로맨스,이상민,,"2D,디지털",청소년관람불가
20185595,평범한 주부의 대낮불륜,Ordinary Housewife's Affair When Husband Is Away,60,2017,20180719,개봉,장편,일본,성인물(에로),사카타 히로키,,"2D,디지털",청소년관람불가
20185597,어린 여친에 맛들린 절정,I love you nice housekeeper,64,2017,20180719,개봉,장편,일본,성인물(에로),이케지마 유타카,,"2D,디지털",청소년관람불가
20185596,야설작가 아내가 돈버는 법,Island of Migrained Wet Tropical Night,64,2017,20180719,개봉,장편,일본,성인물(에로),야마우치 다이스케,,"2D,디지털",청소년관람불가
20185885,스페셜 스쿼드,Hot Dog,105,2018,20180719,개봉,장편,독일,액션/코미디,토르스텐 쿤스틀러,틸 슈바이거/마티아스 슈바이그호퍼,"2D,디지털",15세이상관람가
20187183,스와핑 : 친구의 아내 2,,70,2018,20180719,개봉,장편,한국,멜로/로맨스,유해종,이은미/박주빈,"2D,디지털",청소년관람불가
20185598,빨간 팬티 유부녀,Flirting at Apartment Complex 2,61,2017,20180719,개봉,장편,일본,성인물(에로),모리 신이치,,"2D,디지털",청소년관람불가
20185574,다다미 방과 핑크팬티,Ordinary Housewife's Affair When Husband Is Away 2,60,2017,20180719,개봉,장편,일본,성인물(에로),사카타 히로키,,"2D,디지털",청소년관람불가
20185122,둠스데이 2018,Doomsday,94,2015,20180630,개봉,장편,영국,어드벤처/액션/SF,닐 존슨,,"2D,디지털",15세이상관람가
20185945,당대명포-의문의 주검,Devil in Tang Dynasty,82,2018,20180705,개봉,장편,중국,액션/스릴러,양동량,,"2D,디지털",15세이상관람가
20186621,윈터스 워: 스노우 퀸,Snow Queen,89,2016,20180619,개봉,장편,미국,액션/판타지,르네 페르즈,,"2D,디지털",15세이상관람가
20183361,인크레더블 2,INCREDIBLES 2,125,2018,20180718,개봉,장편,미국,애니메이션/액션/어드벤처/코미디/가족,브래드 버드,크레이그 T. 넬슨/사무엘 L. 잭슨/홀리 헌터,"2D,디지털/2D,디지털더빙/3D 디지털/3D 더빙/4D더빙/4D/IMAX",전체관람가
20177534,식구,The Soup,102,2018,20180712,개봉,장편,한국,드라마,임영훈,신정근/윤박/장소연/고나희,"2D,디지털",15세이상관람가
20181502,빅 식,The Big Sick,120,2017,20180718,개봉,장편,미국,멜로/로맨스,마이클 쇼월터,쿠마일 난지아니/조 카잔/홀리 헌터/레이 로마노,"2D,디지털",15세이상관람가
20186001,신은 죽지 않았다 3: 어둠 속의 빛,God's Not Dead: A Light in Darkness,104,2018,20180719,개봉,장편,미국,드라마,마이클 메이슨,존 코베트/쉐인 하퍼/테드 맥긴리,"2D,디지털",12세이상관람가
20171681,박화영,Park Hwa-young,99,2018,20180719,개봉,장편,한국,드라마,이환,김가희/강민아/이재균/이유미/김도완/하윤경/오하늬/차순배/한별,"2D,디지털",청소년관람불가
20180803,행복의 나라,Land of Happiness,85,2018,20180719,개봉,장편,한국,드라마/가족,정민규,지용석/예수정/김시은/기주봉,"2D,디지털",청소년관람불가
20189802,나와 봄날의 약속,I Have a Date with Spring,92,2017,20180628,개봉,장편,한국,미스터리/판타지,백승빈,김성균/장영남/강하늘/김학선/이주영/김소희/차순배,"2D,디지털",15세이상관람가
20172405,카운터스,Counters,98,2017,20180815,개봉예정,장편,한국,액션/다큐멘터리,이일하,,"2D,디지털",15세이상관람가
20185521,오 루시!,Oh Lucy!,95,2017,20180628,개봉,장편,미국,멜로/로맨스/코미디,히라야나기 아츠코,테라지마 시노부/조쉬 하트넷/야쿠쇼 코지,"2D,디지털",15세이상관람가
20188481,충격과 공포,SHOCK and AWE,91,2017,20180906,개봉예정,장편,미국,드라마,롭 라이너,밀라 요보비치/제시카 비엘/제임스 마스던/우디 해럴슨/토미 리 존스,"2D,디지털",
20167903,원더풀 고스트,,,2018,20180926,후반작업,장편,한국,코미디/드라마/범죄,조원희,마동석/김영광/이유영,"2D,디지털",
20185901,뮤즈,Muse,107,2017,20180723,개봉,장편,스페인,공포(호러),하우메 발라게로,엘리엇 코완/프란카 포텐테,"2D,디지털",청소년관람불가
20187741,빅 스코어,Purasangre,104,2016,20180823,개봉예정,장편,멕시코,범죄/액션/스릴러,,,,
20187142,카메라를 멈추면 안 돼!,One Cut of the Dead,95,2017,20180823,개봉예정,장편,일본,공포(호러)/코미디,우에다 신이치로,하마츠 타카유키/아키야마 유즈키/나가야 카즈아키/슈하마 하루미/마오,"2D,디지털",
20188563,킥복서 더 레전드,kickboxer  the legend,110,2018,20180802,개봉예정,장편,미국,액션/스릴러,디미트리 로고데티스,알랭 머시/장 끌로드 반담/크리스토퍼 램버트,,
20156554,물괴,Monstrum,,2018,20180913,후반작업,장편,한국,액션/사극,허종호,김명민/김인권/이혜리/최우식/박성웅/박희순/이경영,,
20188141,가슴큰누나들-무삭제,,93,2018,20180720,개봉,장편,한국,멜로/로맨스,김경택,,"2D,디지털",청소년관람불가
20187483,픽시,The Fixies: Top Secret,80,2017,20180823,개봉예정,장편,러시아,애니메이션/어드벤처/코미디,바시코 베도슈빌리/이반 프숀킨/안드레이 콜핀,,"2D,디지털/2D,디지털더빙",
20187683,플로이,PLOEY-You Never Fly Alone,82,2018,20180815,개봉예정,장편,아이슬란드/벨기에,애니메이션/어드벤처/가족,아르니 올라푸르 아스게이르손,,"2D,디지털더빙",
20187958,후난성 전투,The Founding Of An Army,132,2016,20180715,개봉,장편,중국,전쟁/액션,유위강,유엽/류호연,"2D,디지털",15세이상관람가
20186622,판더믹,Pandemic,91,2015,20180713,개봉,장편,미국,액션,존 슈이츠,레이첼 니콜스/알피 알렌/미시 파일,"2D,디지털",청소년관람불가
20187655,음란한 모델,,71,2018,20180719,개봉,장편,한국,멜로/로맨스,노승택,,"2D,디지털",청소년관람불가
20170525,이 세상의 한구석에,In This Corner of the World,129,2016,20171116,개봉,장편,일본,애니메이션,카타부치 스나오,노넨 레나/호소야 요시마사/오노 다이스케/한 메구미,"2D,디지털",12세이상관람가
20186501,극장판 헬로카봇 : 백악기 시대,Hello Carbot the Movie: The Cretaceous Period,84,2018,20180801,개봉예정,장편,한국,애니메이션,김진철/최신규,이지현/김용준/양정화/홍범기/엄상현/사문영/위훈/민응식/신용우/안소이/한신/이현/김상백/임정길/김두용,"2D,디지털",전체관람가
20185621,호텔 아르테미스,Hotel Artemis,93,2018,20180718,개봉,장편,미국,액션/범죄,드류 피어스,조디 포스터/데이브 바티스타/스털링 K. 브라운/소피아 부텔라/제프 골드블럼/재커리 퀸토/찰리 데이,"2D,디지털",15세이상관람가
20182269,삼국전쟁: 전쟁의 서막,Oriental Detective 2,88,2017,20180719,개봉,장편,중국,액션/드라마,심화신,,"2D,디지털",15세이상관람가
20185927,당대명포-무림고수 대결전,Devil in Tang Dynasty 3,82,2018,20180719,개봉,장편,중국,액션/스릴러,양동량,,"2D,디지털",15세이상관람가
20188007,명기 사모님:몸으로 떼우기,Syakintuma,53,2017,20180718,개봉,장편,일본,멜로/로맨스/드라마,모리 히데토라,,"2D,디지털",청소년관람불가
20188041,대물 부장님:환장하는 여직원들,Urayamsugirubutyousan,54,2016,20180718,개봉,장편,일본,멜로/로맨스/드라마,후지모토 죠지,,"2D,디지털",청소년관람불가
20188042,독전: 익스텐디드 컷,,131,2017,20180718,개봉,장편,한국,범죄/액션,이해영,조진웅/류준열/김주혁/김성령/박해준/차승원,"2D,디지털",15세이상관람가
20172626,노맨스랜드,NOMANSLAND,75,2017,20180718,개봉,옴니버스,한국,코미디/미스터리/공포(호러)/뮤지컬,지화자/김상혁/박중하/신지현,박주용/이상희/김호원/김예나/박성일,"2D,디지털",15세이상관람가
20187482,인투 더 샤크스톰,Sharknado 5,84,2017,20180714,개봉,장편,미국,SF/액션,안소니 C. 페란트,,"2D,디지털",15세이상관람가
20187654,뱅크 잡: 리크루트,Ready 2 Die,79,2014,20180714,개봉,장편,미국,액션/스릴러,,,"2D,디지털",청소년관람불가
20174778,하이큐!! 재능과 센스,Haikyu!!The movie: The Talent and the Sense,89,2017,20171115,개봉,장편,일본,애니메이션,미츠나카 스스무,,"2D,디지털/2D,디지털더빙",12세이상관람가
20168668,레이디버그,Ladybug,80,2016,20170222,개봉,장편,한국/프랑스/일본,애니메이션/액션/어드벤처,장성,여민정/남도형/홍시호/이민규,"2D,디지털",전체관람가
20178444,극장판 레이디버그: 미라클스톤의 비밀,Miraculous: The Secret of Miracle Stone,66,2017,20180125,개봉,장편,프랑스,애니메이션,토마스 아스트뤽,여민정/남도형,"2D,디지털/2D,디지털더빙",전체관람가
20176784,밤은 짧아 걸어 아가씨야,"NIGHT IS SHORT, WALK ON GIRL",92,2017,20180329,개봉,장편,일본,애니메이션/멜로/로맨스/코미디/판타지,유아사 마사아키,호시노 겐/하나자와 카나,"2D,디지털",12세이상관람가
20176785,새벽을 알리는 루의 노래,Lu over the wall,112,2017,20180131,개봉,장편,일본,애니메이션,유아사 마사아키,타니 카논/시모다 쇼타/에모토 아키라/사이토 소마,"2D,디지털",전체관람가
20179731,나미야 잡화점의 기적,The Miracles of the Namiya General Store,129,2017,20180228,개봉,장편,일본,판타지/드라마,히로키 류이치,니시다 토시유키/야마다 료스케,"2D,디지털",전체관람가
